EBNK_MED_DSC,COPR_DS,E_FNC_USR_OS_DSC,E_FNC_LGIN_DSC,NBNK_C,RMS_SVC_C,E_FNC_USR_DVIC_INF_CNTN,E_FNC_USR_ACS_DSC,Amount,E_FNC_TR_ACNO_C,IO_EA_DD1_FTR_LMT3,IO_EA_TM1_FTR_LMT3,IO_EA_PW_CD_DS2,PRE_ASSIGN_YN,SMS_AUTHEN_YN,EXCEPT_REGIST,ATTC_DS,FTR_DS2,RV_AC_DGN_YN2,IO_EA_DPZ_PL_IMP_BAC,IO_EA_TOT_BAC6,IO_EA_RMT_FEE1,securityMediaType,workType,workGbn,country,doaddress,pc_isWinFirewall,sm_deviceModel,sm_osVersion,sm_service,sm_locale,sm_network,sm_jailBreak,sm_wifiApSsid,sm_mobileAPSsid,processState,pc_foresicInfo,isNewAccount
21,0,4,1,0,EAIPSIL1I0,N,8,100000,1,10000,10000,0M,0,3,0,0,2,1,805567,805567,0,2,CERT,2,KR,11,1,LGM-G600L,8.0.0,LGT,ko_KR,MOBILE,-1,KT_GIGA_2G_Wave2_B986,LGT,0,1969,1
21,0,4,3,0,EAIPSIL1I0,N,99,30000,1,10000,10000,11,1,0,0,6,2,1,178393,178393,0,5,CERT,1,KR,11,1,SM-J737S,10,KT,ko_KR,WIFI,-1,<unknown ssid>,SKT,0,1966,1
21,0,4,3,0,EAIPSIL1I1,N,99,120000,88,10000,10000,11,1,0,0,6,2,1,57893,57893,500,5,CERT,1,KR,11,1,SM-J737S,10,KT,ko_KR,WIFI,-1,<unknown ssid>,SKT,0,1966,1
21,0,4,3,0,EAIPROGGR0,SM-J737S,99,0,0,10000,10000,11,1,0,0,6,2,1,0,0,0,5,CERT,1,KR,11,1,SM-J737S,10,KT,ko_KR,WIFI,-1,<unknown ssid>,SKT,0,1966,0
21,0,4,1,0,EAIPSIL0I1,N,8,150000,31,50000,10000,11,0,0,0,6,2,1,53607,53607,500,5,CERT,3,KR,11,2,LM-V500N,10,LGT,ko_KR,WIFI,-1,<unknown ssid>,LGT,0,1979,0
21,0,4,0,0,EAIPROGGR0,LM-V500N,8,0,0,50000,10000,11,0,0,0,6,2,1,0,0,0,5,CERT,3,KR,11,2,LM-V500N,10,LGT,ko_KR,WIFI,-1,<unknown ssid>,LGT,0,1979,0
21,0,4,1,0,EAIPSIL1I2,N,8,28370,1,50000,10000,11,0,0,0,6,2,1,25237,25237,0,5,CERT,3,KR,11,2,LM-V500N,10,LGT,ko_KR,WIFI,-1,<unknown ssid>,LGT,0,1979,1
21,12,4,3,0,EAIPSIL0I0,N,99,360000,1,1000,1000,1,0,0,0,6,2,1,2367631,2367631,0,1,CERT,1,KR,11,2,SM-G920S,7,KT,ko_KR,WIFI,-1,SK_WiFiGIGA3478_5G,N,0,1967,0
21,12,4,3,0,EAIPSIL0I0,N,99,741000,1,1000,1000,1,0,0,0,6,2,1,1182631,1182631,0,1,CERT,1,KR,11,2,SM-G920S,7,KT,ko_KR,WIFI,-1,SK_WiFiGIGA3478_5G,N,0,1967,0
21,0,4,3,0,EAIPSIL1I2,N,99,241930,1,1000,1000,1,0,0,0,6,2,1,924701,924701,0,1,CERT,1,KR,11,2,SM-G920S,7,KT,ko_KR,MOBILE,-1,<unknown ssid>,N,0,1967,1
21,0,4,3,0,EAIPROGGR0,SM-G920S,99,0,0,1000,1000,1,0,0,0,6,2,1,0,0,0,1,CERT,1,KR,11,2,SM-G920S,7,KT,ko_KR,WIFI,-1,SK_WiFiGIGA3478_5G,N,0,1967,0
21,0,4,3,0,EAIPROGGR0,SM-G920S,99,0,0,1000,1000,1,0,0,0,6,2,1,0,0,0,1,CERT,1,KR,11,2,SM-G920S,7,KT,ko_KR,MOBILE,-1,<unknown ssid>,N,0,1967,0
21,12,4,3,0,EAIPSIL1I0,N,99,398970,1,1000,1000,1,0,0,0,6,2,1,2727631,2727631,0,1,CERT,1,KR,11,2,SM-G920S,7,KT,ko_KR,WIFI,-1,SK_WiFiGIGA3478_5G,N,0,1967,1
21,12,4,3,0,EAIPSIL0I1,N,99,444000,1,1000,1000,1,0,0,0,6,2,1,1923631,1923631,0,1,CERT,1,KR,11,2,SM-G920S,7,KT,ko_KR,WIFI,-1,SK_WiFiGIGA3478_5G,N,0,1967,0
21,0,4,3,0,EAIPSIL0I1,N,99,100000,1,10000,10000,12,0,0,1,0,2,1,4796357,4796357,0,2,CERT,1,KR,11,1,LGM-V300L,9,LGT,ko_KR,MOBILE,-1,<unknown ssid>,LGT,0,1962,0
21,0,4,3,0,EAIPROGGR0,LGM-V300L,99,0,0,10000,10000,12,0,0,1,0,2,1,0,0,0,2,CERT,1,KR,11,1,LGM-V300L,9,LGT,ko_KR,MOBILE,-1,<unknown ssid>,LGT,0,1962,0
21,0,4,3,0,EAIPSIL0I1,N,99,80000,278,1000,1000,1,2,0,0,0,2,1,300225,300225,0,1,CERT,1,KR,11,2,SM-N960N,10,KT,ko_KR,WIFI,-1,<unknown ssid>,KT,0,1981,0
21,0,4,3,0,EAIPROGGR0,SM-N960N,99,0,0,1000,1000,1,2,0,0,0,2,1,0,0,0,1,CERT,1,KR,11,2,SM-N960N,10,KT,ko_KR,WIFI,-1,<unknown ssid>,KT,0,1981,0
21,0,4,3,0,EAIPSIL0I1,N,99,200000,278,1000,1000,1,2,0,0,0,2,1,100225,100225,0,1,CERT,1,KR,11,2,SM-N960N,10,KT,ko_KR,WIFI,-1,<unknown ssid>,KT,0,1981,0
21,0,4,3,0,EAIPSIL0I1,N,99,300000,278,1000,1000,1,2,0,0,0,2,1,380225,380225,0,1,CERT,1,KR,11,2,SM-N960N,10,KT,ko_KR,WIFI,-1,<unknown ssid>,KT,0,1981,0
21,0,4,3,0,EAIPROGGR0,SM-N960N,99,0,0,1000,1000,1,2,0,0,0,2,1,0,0,0,1,CERT,1,KR,12,2,SM-N960N,10,KT,ko_KR,WIFI,-1,<unknown ssid>,KT,0,1981,0
21,0,4,3,0,EAIPROGGR0,SM-N960N,99,0,0,1000,1000,1,2,0,0,0,2,1,0,0,0,1,CERT,1,KR,12,2,SM-N960N,10,KT,ko_KR,WIFI,-1,<unknown ssid>,KT,0,1981,0
21,0,4,3,0,EAIPROGGR0,SM-N960N,99,0,0,1000,1000,1,2,0,0,0,2,1,0,0,0,1,CERT,1,KR,11,2,SM-N960N,10,KT,ko_KR,WIFI,-1,<unknown ssid>,KT,0,1981,0
21,0,4,1,0,EAIPSIL0I1,N,8,300000,4,10000,10000,0M,0,3,0,0,2,1,441910,441910,500,2,CERT,2,KR,11,1,LGM-G600L,8.0.0,LGT,ko_KR,MOBILE,-1,KT_GIGA_2G_Wave2_B986,LGT,0,1969,0
21,0,4,0,0,EAIPROGGR0,LGM-G600L,99,0,0,10000,10000,0M,0,3,0,0,2,1,0,0,0,2,CERT,2,KR,11,1,LGM-G600L,8.0.0,LGT,ko_KR,MOBILE,-1,KT_GIGA_2G_Wave2_B986,LGT,0,1969,0
21,0,4,1,0,EAIPSIL1I0,N,8,8134278,1,10000,10000,0M,0,3,0,0,2,1,3577872,3577872,0,2,CERT,2,KR,11,1,LGM-G600L,8.0.0,LGT,ko_KR,MOBILE,-1,KT_GIGA_2G_Wave2_B986,LGT,0,1969,1
21,0,4,1,0,EAIPSIL1I1,N,8,344843,81,10000,10000,0M,0,3,0,0,2,1,2205567,2205567,500,2,CERT,2,KR,11,1,LGM-G600L,8.0.0,LGT,ko_KR,MOBILE,-1,KT_GIGA_2G_Wave2_B986,LGT,0,1969,1
21,0,4,1,0,EAIPSIL0I0,N,8,3577000,1,10000,10000,0M,0,3,0,0,2,1,872,872,0,2,CERT,2,KR,11,1,LGM-G600L,8.0.0,LGT,ko_KR,MOBILE,-1,KT_GIGA_2G_Wave2_B986,LGT,0,1969,0
21,0,4,0,0,EAIPROGGR0,LGM-G600L,99,0,0,10000,10000,0M,0,3,0,0,2,1,0,0,0,2,CERT,2,KR,11,1,LGM-G600L,8.0.0,LGT,ko_KR,MOBILE,-1,KT_GIGA_2G_Wave2_B986,LGT,0,1969,0
21,0,4,0,0,EAIPROGGR0,LGM-G600L,99,0,0,10000,10000,0M,0,3,0,0,2,1,0,0,0,2,CERT,2,KR,11,1,LGM-G600L,8.0.0,LGT,ko_KR,MOBILE,-1,KT_GIGA_2G_Wave2_B986,LGT,0,1969,0
21,0,4,1,0,EAIPSIL0I0,N,8,1468000,1,10000,10000,0M,0,3,0,0,2,1,2550910,2550910,0,2,CERT,2,KR,11,1,LGM-G600L,8.0.0,LGT,ko_KR,MOBILE,-1,KT_GIGA_2G_Wave2_B986,LGT,0,1969,0
21,0,4,1,0,EAIPSIL0I0,N,8,1300000,1,10000,10000,0M,0,3,0,0,2,1,905567,905567,0,2,CERT,2,KR,11,1,LGM-G600L,8.0.0,LGT,ko_KR,MOBILE,-1,KT_GIGA_2G_Wave2_B986,LGT,0,1969,0
21,0,4,0,0,EAIPROGGR0,LGM-G600L,99,0,0,10000,10000,0M,0,3,0,0,2,1,0,0,0,2,CERT,2,KR,11,1,LGM-G600L,8.0.0,LGT,ko_KR,MOBILE,-1,KT_GIGA_2G_Wave2_B986,LGT,0,1969,0
21,0,4,0,0,EAIPROGGR0,LGM-G600L,99,0,0,10000,10000,0M,0,3,0,0,2,1,0,0,0,2,CERT,2,KR,11,1,LGM-G600L,8.0.0,LGT,ko_KR,MOBILE,-1,KT_GIGA_2G_Wave2_B986,LGT,0,1969,0
21,0,4,1,0,EAIPSIL1I0,N,8,100000,1,10000,10000,0M,0,3,0,0,2,1,805567,805567,0,2,CERT,2,KR,11,1,LGM-G600L,8.0.0,LGT,ko_KR,MOBILE,-1,KT_GIGA_2G_Wave2_B986,LGT,0,1969,1
21,0,4,3,0,EAIPSIL1I0,N,99,30000,1,10000,10000,11,1,0,0,6,2,1,178393,178393,0,5,CERT,1,KR,11,1,SM-J737S,10,KT,ko_KR,WIFI,-1,<unknown ssid>,SKT,0,1966,1
21,0,4,3,0,EAIPSIL1I1,N,99,120000,88,10000,10000,11,1,0,0,6,2,1,57893,57893,500,5,CERT,1,KR,11,1,SM-J737S,10,KT,ko_KR,WIFI,-1,<unknown ssid>,SKT,0,1966,1
21,0,4,3,0,EAIPROGGR0,SM-J737S,99,0,0,10000,10000,11,1,0,0,6,2,1,0,0,0,5,CERT,1,KR,11,1,SM-J737S,10,KT,ko_KR,WIFI,-1,<unknown ssid>,SKT,0,1966,0
21,0,4,1,0,EAIPSIL0I1,N,8,150000,31,50000,10000,11,0,0,0,6,2,1,53607,53607,500,5,CERT,3,KR,11,2,LM-V500N,10,LGT,ko_KR,WIFI,-1,<unknown ssid>,LGT,0,1979,0
21,0,4,0,0,EAIPROGGR0,LM-V500N,8,0,0,50000,10000,11,0,0,0,6,2,1,0,0,0,5,CERT,3,KR,11,2,LM-V500N,10,LGT,ko_KR,WIFI,-1,<unknown ssid>,LGT,0,1979,0
21,0,4,1,0,EAIPSIL1I2,N,8,28370,1,50000,10000,11,0,0,0,6,2,1,25237,25237,0,5,CERT,3,KR,11,2,LM-V500N,10,LGT,ko_KR,WIFI,-1,<unknown ssid>,LGT,0,1979,1
21,12,4,3,0,EAIPSIL0I0,N,99,360000,1,1000,1000,1,0,0,0,6,2,1,2367631,2367631,0,1,CERT,1,KR,11,2,SM-G920S,7,KT,ko_KR,WIFI,-1,SK_WiFiGIGA3478_5G,N,0,1967,0
21,12,4,3,0,EAIPSIL0I0,N,99,741000,1,1000,1000,1,0,0,0,6,2,1,1182631,1182631,0,1,CERT,1,KR,11,2,SM-G920S,7,KT,ko_KR,WIFI,-1,SK_WiFiGIGA3478_5G,N,0,1967,0
21,0,4,3,0,EAIPSIL1I2,N,99,241930,1,1000,1000,1,0,0,0,6,2,1,924701,924701,0,1,CERT,1,KR,11,2,SM-G920S,7,KT,ko_KR,MOBILE,-1,<unknown ssid>,N,0,1967,1
21,0,4,3,0,EAIPROGGR0,SM-G920S,99,0,0,1000,1000,1,0,0,0,6,2,1,0,0,0,1,CERT,1,KR,11,2,SM-G920S,7,KT,ko_KR,WIFI,-1,SK_WiFiGIGA3478_5G,N,0,1967,0
21,0,4,3,0,EAIPROGGR0,SM-G920S,99,0,0,1000,1000,1,0,0,0,6,2,1,0,0,0,1,CERT,1,KR,11,2,SM-G920S,7,KT,ko_KR,MOBILE,-1,<unknown ssid>,N,0,1967,0
21,12,4,3,0,EAIPSIL1I0,N,99,398970,1,1000,1000,1,0,0,0,6,2,1,2727631,2727631,0,1,CERT,1,KR,11,2,SM-G920S,7,KT,ko_KR,WIFI,-1,SK_WiFiGIGA3478_5G,N,0,1967,1
21,12,4,3,0,EAIPSIL0I1,N,99,444000,1,1000,1000,1,0,0,0,6,2,1,1923631,1923631,0,1,CERT,1,KR,11,2,SM-G920S,7,KT,ko_KR,WIFI,-1,SK_WiFiGIGA3478_5G,N,0,1967,0
21,0,4,3,0,EAIPSIL0I1,N,99,100000,1,10000,10000,12,0,0,1,0,2,1,4796357,4796357,0,2,CERT,1,KR,11,1,LGM-V300L,9,LGT,ko_KR,MOBILE,-1,<unknown ssid>,LGT,0,1962,0
21,0,4,3,0,EAIPROGGR0,LGM-V300L,99,0,0,10000,10000,12,0,0,1,0,2,1,0,0,0,2,CERT,1,KR,11,1,LGM-V300L,9,LGT,ko_KR,MOBILE,-1,<unknown ssid>,LGT,0,1962,0
21,0,4,3,0,EAIPSIL0I1,N,99,80000,278,1000,1000,1,2,0,0,0,2,1,300225,300225,0,1,CERT,1,KR,11,2,SM-N960N,10,KT,ko_KR,WIFI,-1,<unknown ssid>,KT,0,1981,0
21,0,4,3,0,EAIPROGGR0,SM-N960N,99,0,0,1000,1000,1,2,0,0,0,2,1,0,0,0,1,CERT,1,KR,11,2,SM-N960N,10,KT,ko_KR,WIFI,-1,<unknown ssid>,KT,0,1981,0
21,0,4,3,0,EAIPSIL0I1,N,99,200000,278,1000,1000,1,2,0,0,0,2,1,100225,100225,0,1,CERT,1,KR,11,2,SM-N960N,10,KT,ko_KR,WIFI,-1,<unknown ssid>,KT,0,1981,0
21,0,4,3,0,EAIPSIL0I1,N,99,300000,278,1000,1000,1,2,0,0,0,2,1,380225,380225,0,1,CERT,1,KR,11,2,SM-N960N,10,KT,ko_KR,WIFI,-1,<unknown ssid>,KT,0,1981,0
21,0,4,3,0,EAIPROGGR0,SM-N960N,99,0,0,1000,1000,1,2,0,0,0,2,1,0,0,0,1,CERT,1,KR,12,2,SM-N960N,10,KT,ko_KR,WIFI,-1,<unknown ssid>,KT,0,1981,0
21,0,4,3,0,EAIPROGGR0,SM-N960N,99,0,0,1000,1000,1,2,0,0,0,2,1,0,0,0,1,CERT,1,KR,12,2,SM-N960N,10,KT,ko_KR,WIFI,-1,<unknown ssid>,KT,0,1981,0
21,0,4,3,0,EAIPROGGR0,SM-N960N,99,0,0,1000,1000,1,2,0,0,0,2,1,0,0,0,1,CERT,1,KR,11,2,SM-N960N,10,KT,ko_KR,WIFI,-1,<unknown ssid>,KT,0,1981,0
21,0,4,1,0,EAIPSIL0I1,N,8,300000,4,10000,10000,0M,0,3,0,0,2,1,441910,441910,500,2,CERT,2,KR,11,1,LGM-G600L,8.0.0,LGT,ko_KR,MOBILE,-1,KT_GIGA_2G_Wave2_B986,LGT,0,1969,0
21,0,4,0,0,EAIPROGGR0,LGM-G600L,99,0,0,10000,10000,0M,0,3,0,0,2,1,0,0,0,2,CERT,2,KR,11,1,LGM-G600L,8.0.0,LGT,ko_KR,MOBILE,-1,KT_GIGA_2G_Wave2_B986,LGT,0,1969,0
21,0,4,1,0,EAIPSIL1I0,N,8,8134278,1,10000,10000,0M,0,3,0,0,2,1,3577872,3577872,0,2,CERT,2,KR,11,1,LGM-G600L,8.0.0,LGT,ko_KR,MOBILE,-1,KT_GIGA_2G_Wave2_B986,LGT,0,1969,1
21,0,4,1,0,EAIPSIL1I1,N,8,344843,81,10000,10000,0M,0,3,0,0,2,1,2205567,2205567,500,2,CERT,2,KR,11,1,LGM-G600L,8.0.0,LGT,ko_KR,MOBILE,-1,KT_GIGA_2G_Wave2_B986,LGT,0,1969,1
21,0,4,1,0,EAIPSIL0I0,N,8,3577000,1,10000,10000,0M,0,3,0,0,2,1,872,872,0,2,CERT,2,KR,11,1,LGM-G600L,8.0.0,LGT,ko_KR,MOBILE,-1,KT_GIGA_2G_Wave2_B986,LGT,0,1969,0
21,0,4,0,0,EAIPROGGR0,LGM-G600L,99,0,0,10000,10000,0M,0,3,0,0,2,1,0,0,0,2,CERT,2,KR,11,1,LGM-G600L,8.0.0,LGT,ko_KR,MOBILE,-1,KT_GIGA_2G_Wave2_B986,LGT,0,1969,0
21,0,4,0,0,EAIPROGGR0,LGM-G600L,99,0,0,10000,10000,0M,0,3,0,0,2,1,0,0,0,2,CERT,2,KR,11,1,LGM-G600L,8.0.0,LGT,ko_KR,MOBILE,-1,KT_GIGA_2G_Wave2_B986,LGT,0,1969,0
21,0,4,1,0,EAIPSIL0I0,N,8,1468000,1,10000,10000,0M,0,3,0,0,2,1,2550910,2550910,0,2,CERT,2,KR,11,1,LGM-G600L,8.0.0,LGT,ko_KR,MOBILE,-1,KT_GIGA_2G_Wave2_B986,LGT,0,1969,0
21,0,4,1,0,EAIPSIL0I0,N,8,1300000,1,10000,10000,0M,0,3,0,0,2,1,905567,905567,0,2,CERT,2,KR,11,1,LGM-G600L,8.0.0,LGT,ko_KR,MOBILE,-1,KT_GIGA_2G_Wave2_B986,LGT,0,1969,0
21,0,4,0,0,EAIPROGGR0,LGM-G600L,99,0,0,10000,10000,0M,0,3,0,0,2,1,0,0,0,2,CERT,2,KR,11,1,LGM-G600L,8.0.0,LGT,ko_KR,MOBILE,-1,KT_GIGA_2G_Wave2_B986,LGT,0,1969,0
21,0,4,0,0,EAIPROGGR0,LGM-G600L,99,0,0,10000,10000,0M,0,3,0,0,2,1,0,0,0,2,CERT,2,KR,11,1,LGM-G600L,8.0.0,LGT,ko_KR,MOBILE,-1,KT_GIGA_2G_Wave2_B986,LGT,0,1969,0
21,0,4,1,0,EAIPSIL1I0,N,8,100000,1,10000,10000,0M,0,3,0,0,2,1,805567,805567,0,2,CERT,2,KR,11,1,LGM-G600L,8.0.0,LGT,ko_KR,MOBILE,-1,KT_GIGA_2G_Wave2_B986,LGT,0,1969,1
21,0,4,3,0,EAIPSIL1I0,N,99,30000,1,10000,10000,11,1,0,0,6,2,1,178393,178393,0,5,CERT,1,KR,11,1,SM-J737S,10,KT,ko_KR,WIFI,-1,<unknown ssid>,SKT,0,1966,1
21,0,4,3,0,EAIPSIL1I1,N,99,120000,88,10000,10000,11,1,0,0,6,2,1,57893,57893,500,5,CERT,1,KR,11,1,SM-J737S,10,KT,ko_KR,WIFI,-1,<unknown ssid>,SKT,0,1966,1
21,0,4,3,0,EAIPROGGR0,SM-J737S,99,0,0,10000,10000,11,1,0,0,6,2,1,0,0,0,5,CERT,1,KR,11,1,SM-J737S,10,KT,ko_KR,WIFI,-1,<unknown ssid>,SKT,0,1966,0
21,0,4,1,0,EAIPSIL0I1,N,8,150000,31,50000,10000,11,0,0,0,6,2,1,53607,53607,500,5,CERT,3,KR,11,2,LM-V500N,10,LGT,ko_KR,WIFI,-1,<unknown ssid>,LGT,0,1979,0
21,0,4,0,0,EAIPROGGR0,LM-V500N,8,0,0,50000,10000,11,0,0,0,6,2,1,0,0,0,5,CERT,3,KR,11,2,LM-V500N,10,LGT,ko_KR,WIFI,-1,<unknown ssid>,LGT,0,1979,0
21,0,4,1,0,EAIPSIL1I2,N,8,28370,1,50000,10000,11,0,0,0,6,2,1,25237,25237,0,5,CERT,3,KR,11,2,LM-V500N,10,LGT,ko_KR,WIFI,-1,<unknown ssid>,LGT,0,1979,1
21,12,4,3,0,EAIPSIL0I0,N,99,360000,1,1000,1000,1,0,0,0,6,2,1,2367631,2367631,0,1,CERT,1,KR,11,2,SM-G920S,7,KT,ko_KR,WIFI,-1,SK_WiFiGIGA3478_5G,N,0,1967,0
21,12,4,3,0,EAIPSIL0I0,N,99,741000,1,1000,1000,1,0,0,0,6,2,1,1182631,1182631,0,1,CERT,1,KR,11,2,SM-G920S,7,KT,ko_KR,WIFI,-1,SK_WiFiGIGA3478_5G,N,0,1967,0
21,0,4,3,0,EAIPSIL1I2,N,99,241930,1,1000,1000,1,0,0,0,6,2,1,924701,924701,0,1,CERT,1,KR,11,2,SM-G920S,7,KT,ko_KR,MOBILE,-1,<unknown ssid>,N,0,1967,1
21,0,4,3,0,EAIPROGGR0,SM-G920S,99,0,0,1000,1000,1,0,0,0,6,2,1,0,0,0,1,CERT,1,KR,11,2,SM-G920S,7,KT,ko_KR,WIFI,-1,SK_WiFiGIGA3478_5G,N,0,1967,0
21,0,4,3,0,EAIPROGGR0,SM-G920S,99,0,0,1000,1000,1,0,0,0,6,2,1,0,0,0,1,CERT,1,KR,11,2,SM-G920S,7,KT,ko_KR,MOBILE,-1,<unknown ssid>,N,0,1967,0
21,12,4,3,0,EAIPSIL1I0,N,99,398970,1,1000,1000,1,0,0,0,6,2,1,2727631,2727631,0,1,CERT,1,KR,11,2,SM-G920S,7,KT,ko_KR,WIFI,-1,SK_WiFiGIGA3478_5G,N,0,1967,1
21,12,4,3,0,EAIPSIL0I1,N,99,444000,1,1000,1000,1,0,0,0,6,2,1,1923631,1923631,0,1,CERT,1,KR,11,2,SM-G920S,7,KT,ko_KR,WIFI,-1,SK_WiFiGIGA3478_5G,N,0,1967,0
21,0,4,3,0,EAIPSIL0I1,N,99,100000,1,10000,10000,12,0,0,1,0,2,1,4796357,4796357,0,2,CERT,1,KR,11,1,LGM-V300L,9,LGT,ko_KR,MOBILE,-1,<unknown ssid>,LGT,0,1962,0
21,0,4,3,0,EAIPROGGR0,LGM-V300L,99,0,0,10000,10000,12,0,0,1,0,2,1,0,0,0,2,CERT,1,KR,11,1,LGM-V300L,9,LGT,ko_KR,MOBILE,-1,<unknown ssid>,LGT,0,1962,0
21,0,4,3,0,EAIPSIL0I1,N,99,80000,278,1000,1000,1,2,0,0,0,2,1,300225,300225,0,1,CERT,1,KR,11,2,SM-N960N,10,KT,ko_KR,WIFI,-1,<unknown ssid>,KT,0,1981,0
21,0,4,3,0,EAIPROGGR0,SM-N960N,99,0,0,1000,1000,1,2,0,0,0,2,1,0,0,0,1,CERT,1,KR,11,2,SM-N960N,10,KT,ko_KR,WIFI,-1,<unknown ssid>,KT,0,1981,0
21,0,4,3,0,EAIPSIL0I1,N,99,200000,278,1000,1000,1,2,0,0,0,2,1,100225,100225,0,1,CERT,1,KR,11,2,SM-N960N,10,KT,ko_KR,WIFI,-1,<unknown ssid>,KT,0,1981,0
21,0,4,3,0,EAIPSIL0I1,N,99,300000,278,1000,1000,1,2,0,0,0,2,1,380225,380225,0,1,CERT,1,KR,11,2,SM-N960N,10,KT,ko_KR,WIFI,-1,<unknown ssid>,KT,0,1981,0
21,0,4,3,0,EAIPROGGR0,SM-N960N,99,0,0,1000,1000,1,2,0,0,0,2,1,0,0,0,1,CERT,1,KR,12,2,SM-N960N,10,KT,ko_KR,WIFI,-1,<unknown ssid>,KT,0,1981,0
21,0,4,3,0,EAIPROGGR0,SM-N960N,99,0,0,1000,1000,1,2,0,0,0,2,1,0,0,0,1,CERT,1,KR,12,2,SM-N960N,10,KT,ko_KR,WIFI,-1,<unknown ssid>,KT,0,1981,0
21,0,4,3,0,EAIPROGGR0,SM-N960N,99,0,0,1000,1000,1,2,0,0,0,2,1,0,0,0,1,CERT,1,KR,11,2,SM-N960N,10,KT,ko_KR,WIFI,-1,<unknown ssid>,KT,0,1981,0
21,0,4,1,0,EAIPSIL0I1,N,8,300000,4,10000,10000,0M,0,3,0,0,2,1,441910,441910,500,2,CERT,2,KR,11,1,LGM-G600L,8.0.0,LGT,ko_KR,MOBILE,-1,KT_GIGA_2G_Wave2_B986,LGT,0,1969,0
21,0,4,0,0,EAIPROGGR0,LGM-G600L,99,0,0,10000,10000,0M,0,3,0,0,2,1,0,0,0,2,CERT,2,KR,11,1,LGM-G600L,8.0.0,LGT,ko_KR,MOBILE,-1,KT_GIGA_2G_Wave2_B986,LGT,0,1969,0
21,0,4,1,0,EAIPSIL1I0,N,8,8134278,1,10000,10000,0M,0,3,0,0,2,1,3577872,3577872,0,2,CERT,2,KR,11,1,LGM-G600L,8.0.0,LGT,ko_KR,MOBILE,-1,KT_GIGA_2G_Wave2_B986,LGT,0,1969,1
21,0,4,1,0,EAIPSIL1I1,N,8,344843,81,10000,10000,0M,0,3,0,0,2,1,2205567,2205567,500,2,CERT,2,KR,11,1,LGM-G600L,8.0.0,LGT,ko_KR,MOBILE,-1,KT_GIGA_2G_Wave2_B986,LGT,0,1969,1
21,0,4,1,0,EAIPSIL0I0,N,8,3577000,1,10000,10000,0M,0,3,0,0,2,1,872,872,0,2,CERT,2,KR,11,1,LGM-G600L,8.0.0,LGT,ko_KR,MOBILE,-1,KT_GIGA_2G_Wave2_B986,LGT,0,1969,0
21,0,4,0,0,EAIPROGGR0,LGM-G600L,99,0,0,10000,10000,0M,0,3,0,0,2,1,0,0,0,2,CERT,2,KR,11,1,LGM-G600L,8.0.0,LGT,ko_KR,MOBILE,-1,KT_GIGA_2G_Wave2_B986,LGT,0,1969,0
21,0,4,0,0,EAIPROGGR0,LGM-G600L,99,0,0,10000,10000,0M,0,3,0,0,2,1,0,0,0,2,CERT,2,KR,11,1,LGM-G600L,8.0.0,LGT,ko_KR,MOBILE,-1,KT_GIGA_2G_Wave2_B986,LGT,0,1969,0
21,0,4,1,0,EAIPSIL0I0,N,8,1468000,1,10000,10000,0M,0,3,0,0,2,1,2550910,2550910,0,2,CERT,2,KR,11,1,LGM-G600L,8.0.0,LGT,ko_KR,MOBILE,-1,KT_GIGA_2G_Wave2_B986,LGT,0,1969,0
21,0,4,1,0,EAIPSIL0I0,N,8,1300000,1,10000,10000,0M,0,3,0,0,2,1,905567,905567,0,2,CERT,2,KR,11,1,LGM-G600L,8.0.0,LGT,ko_KR,MOBILE,-1,KT_GIGA_2G_Wave2_B986,LGT,0,1969,0
21,0,4,0,0,EAIPROGGR0,LGM-G600L,99,0,0,10000,10000,0M,0,3,0,0,2,1,0,0,0,2,CERT,2,KR,11,1,LGM-G600L,8.0.0,LGT,ko_KR,MOBILE,-1,KT_GIGA_2G_Wave2_B986,LGT,0,1969,0
21,0,4,0,0,EAIPROGGR0,LGM-G600L,99,0,0,10000,10000,0M,0,3,0,0,2,1,0,0,0,2,CERT,2,KR,11,1,LGM-G600L,8.0.0,LGT,ko_KR,MOBILE,-1,KT_GIGA_2G_Wave2_B986,LGT,0,1969,0
21,0,4,1,0,EAIPSIL1I0,N,8,100000,1,10000,10000,0M,0,3,0,0,2,1,805567,805567,0,2,CERT,2,KR,11,1,LGM-G600L,8.0.0,LGT,ko_KR,MOBILE,-1,KT_GIGA_2G_Wave2_B986,LGT,0,1969,1
21,0,4,3,0,EAIPSIL1I0,N,99,30000,1,10000,10000,11,1,0,0,6,2,1,178393,178393,0,5,CERT,1,KR,11,1,SM-J737S,10,KT,ko_KR,WIFI,-1,<unknown ssid>,SKT,0,1966,1
21,0,4,3,0,EAIPSIL1I1,N,99,120000,88,10000,10000,11,1,0,0,6,2,1,57893,57893,500,5,CERT,1,KR,11,1,SM-J737S,10,KT,ko_KR,WIFI,-1,<unknown ssid>,SKT,0,1966,1
21,0,4,3,0,EAIPROGGR0,SM-J737S,99,0,0,10000,10000,11,1,0,0,6,2,1,0,0,0,5,CERT,1,KR,11,1,SM-J737S,10,KT,ko_KR,WIFI,-1,<unknown ssid>,SKT,0,1966,0
